Year,Artist,Song,Peak_Pos_That_Year,Full_Release_Year,Lyrics
1990,Michael Bolton,How Can We Be Lovers,3,1990-02-28,"How can we be lovers if we can't be friends?
How can we start over when the fighting never ends, baby?
How can we make love if we can't make amends?
How can we be lovers if we can't be, can't be friends?

Look at us now, look at us, baby
Still trying to work it out, never get it right
We must be fools, we must be crazy
Oh, when there's no communication
Oh, it's a no-win situation

How can we be lovers if we can't be friends?
How can we start over when the fighting never ends, baby?
How can we make love if we can't make amends? Tell me
How can we be lovers if we can't be, can't be friends?

We lie awake, this wall between us
We're just not talking, we've got so much to say
Let's break these chains, our love can free us
Oh, ain't it time we started trying?
Oh, gotta stop this love from dying

How can we be lovers if we can't be friends?
How can we start over when the fighting never ends, baby?
How can we make love if we can't make amends?
How can we be lovers if we can't be, can't be friends?

(Baby, love is tough but we can take it) Baby
How can we be lovers?
Baby, times are rough but we can make it
We can work it out

How can we be lovers if we can't be friends?
How can we start over when the fighting never ends, baby?
How can we make love if we can't make amends? Tell me
How can we be lovers if we can't be, can't be friends?
How can we be lovers if we can't be friends? (How can we be lovers?)
How can we start over when the fighting never ends, baby? (How can we be lovers?)
How can we make love if we can't make amends?
How can we be lovers if we can't be, can't be friends? (How can we be lovers?)
How can we be lovers if we can't be friends?
How can we start over when the fighting never ends, baby?
How can we make love if we can't make amends?
How can we be lovers if we can't be, can't be friends?
How can we be lovers if we can't be friends?
How can we start over when the fighting never ends, baby?
How can we make love if we can't make amends? Tell me
How can we be lovers if we can't be, can't be friends?
How can we be lovers if we can't be friends?"
1990,Phil Collins,I Wish It Would Rain Down,3,1990-01-31,"You know I never meant to see you again
But I only passed by as a friend, yeah
All this time I stayed out of sight
I started wonderin' why

Now I, ooh, now I wish it would rain down, down on me
Ooh, yes, I wish it would rain, rain down on me now
Ooh, yes, I wish it would rain down, down on me
Ooh, yes, I wish it would rain on me

You said you didn't need me in your life
Oh, I guess you were right, yeah
Ooh, I never meant to cause you no pain
But it looks like I did it again, yeah

Now I, now I know I wish it would rain down, down on me
Ooh, yes, I wish it would rain, rain down on me now
Ooh, girl, I wish it would rain down, down on me
Ooh, yes, I wish it would rain on me

Though your hurt is gone
Mine's hangin' on inside, and I know
Well, it's eating me through, it's eating me through every night and day
I'm just waitin' on your sign
'Cause I know, I know, I never meant to cause you no pain
And I realize I let you down, oh, yeah
But I know in my heart of hearts
I know I'm never gonna hold you again, no no

Now I, well, now I know I wish it would rain down, down on me
Well, you know I wish it would rain, rain down on me now
Ooh, yes, I wish it would rain down, down on me
Yes, you know I wish it would rain down, rain down over me

(Rain, rain)
Just rain down over me
Just let it rain down, let it rain down (Rain, rain)
Let it rain down, oh yeah (Rain)
Well, let it rain down (Rain, rain)
Rain down over me
Just let it rain down, just let it rain down (Rain, rain)
Let it rain down (Rain)
Just let it rain"
1990,Poison,Unskinny Bop,3,1990-07-04,"A-what's got you so jumpy?
Why can't you sit still, yeah?
Like gasoline, you wanna pump me
And leave me when you get your fill, yeah

Every time I touch you, you get hot
I wanna make love, you never stop
Come up for air, you pull me to the floor
What's been going on in that head of yours?

Unskinny bop
Just blows me away, yeah
Unskinny bop, bop
All night and day, yeah
Unskinny bop, bop, bop, bop
She just loves to play, yeah
Unskinny bop, nothin' more to say

You look at me so funny
Love bite got you acting oh so strange
You got too many bees in your honey
Am I just another word in your page, yeah, yeah?

Every time I touch you, honey, you get hot
I wanna make love, you never stop
Come up for air, you pull me to the floor
What's been going on in that head of yours?

Unskinny bop
Just blows me away, yeah
Unskinny bop, bop
All night and day, yeah
Unskinny bop, bop, bop, bop
She just loves to play, yeah
Unskinny bop, nothin' more to say

You're saying my love won't do ya
That ain't love written on your face
Well, honey, I can see right through ya
Well, who's ridin' who at the end of the race?


What's right?
What's wrong?
What's left?
What the hell is going on?

Unskinny bop
Just blows me away, yeah
Unskinny bop, bop
All night and day, yeah
Unskinny bop, bop, bop, bop
She just loves to play, yeah
(Up for air, pulled to the floor)
Unskinny bop
No good, no good, no good, no good
Unskinny bop, bop
All night and day, yeah
Unskinny bop, bop, bop, bop
No good, no good, no good, no good"
1990,Rod Stewart,Downtown Train,3,1990-01-03,"Outside another yellow moon
Has punched a hole in the night time mist
I climb through the window and down to the street
I'm shining like a new dime
The downtown trains are full
Full of all them Brooklyn girls
They try so hard to break out of their little worlds

You wave your hand and they scatter like crows
They have nothing that'll ever capture your heart
They're just thorns without the rose
Be careful of them in the dark
Oh if I was the one you chose to be your only one
Oh baby can't you hear me now, can't you hear me now

Will I see you tonight on a downtown train
Every night, every night its just the same
On a downtown train

I know your window and I know its late
I know your stairs and your doorway
I walk down your street and past your gate
I stand by the light of the four way
And watch them as they fall, oh baby
They all having their heart attacks
They stay at the carnival
But they'll never win you back

Will I see you tonight on a downtown train
Every night, every night its just the same
You leave me lonely
Will I see you tonight on a downtown train
All my dreams, all my dreams fall like rain
On a downtown train
Will I see you tonight on a downtown train
Every night, every night its just the same
Will I see you tonight on a downtown train
All my dreams, all my dreams fall like rain
On a downtown train
On a downtown train
All my dreams fall like rain
On a downtown train"
1990,The B-52s,Roam,3,1990-01-03,"I hear a wind
Whistling air
Whispering
In my ear

Boy Mercury shootin' through every degree
Oh, girl dancin' down those dirty and dusty trails
Take it hip to hip, rocket through the wilderness
Around the world, 
the trip begins with a kiss

Roam if you want to, roam around the world
Roam if you want to, without wings, without wheels
Roam if you want to, roam around the world
Roam if you want to, without anything but the love we feel

Skip the airstrip to the sunset
Yeah, ride the arrow to the target one
Take it hip to hip, rocket through the wilderness
Around the world, the trip begins with a kiss

Roam if you want to, roam around the world
Roam if you want to, without wings, without wheels
Roam if you want to, roam around the world
Roam if you want to, without anything but the love we feel


Fly the great big sky, see the great big sea
Kick through continents, bustin' boundaries
Take it hip to hip, rocket through the wilderness
Around the world, the trip begins with a kiss

Roam if you want to, roam around the world
Roam if you want to, without wings, without wheels
Roam if you want to, roam around the world
Roam if you want to, without anything but the love we feel

Take it hip to hip, rocket through the wilderness
Take it hip to hip, rocket through the wilderness
Take it hip to hip, rocket through the wilderness
(C'mon!)
Take it hip to hip, rocket through the wilderness
(Ow)
Take it hip to hip, rocket through the wilderness
(Go ahead and roam, go ahead and roam)
Take it hip to hip, rocket through the wilderness
(Go ahead and roam, go ahead and roam
Go ahead and roam, go ahead and roam)
Alright, uh-huh
Take it hip to hip, rocket through the wilderness
(Go ahead and roam, go ahead and roam
Go ahead and roam, go ahead and roam)
Oh boy
Take it hip to hip, rocket through the wilderness
(Go ahead and roam, go ahead and roam
Go ahead and roam, go ahead and roam)"
1990,Aerosmith,Janie's Got A Gun,4,1990-01-03,"Dum, dum, dum, honey, what have you done?
Dum, dum, dum, it's the sound of my gun
Dum, dum, dum, honey, what have you done?
Dum, dum, dum, it's the sound
Nah, nah, nah, nah, nah, nah
Nah, nah, nah, nah, nah, nah

Janie got a gun
Janie got a gun
Whole world's come undone
From lookin' straight at the sun

What did her daddy do?
What did he put you through?

They said when Janie was arrested
They found him underneath a train
But, man, he had it comin'
Now that Janie's got a gun
She ain't never gonna be the same

Janie got a gun
Janie got a gun
Her dog day's just begun
Now everybody is on the run

Tell me now it's untrue
What did her daddy do?

He jacked a little bitty baby
The man has got to be insane
They say the spell that he was under
The lightning and the thunder
Knew that someone had to stop the rain

Run away, run away from the pain, yeah, yeah yeah yeah
Run away, run away from the pain, yeah yeah
Yeah yeah yeah yeah yeah
Run away, run away, run, run away


Janie got a gun
Janie's got a gun
Her dog day's just begun
Now everybody is on the run

What did her daddy do?
It's Janie's last I.O.U

She had to take him down easy and put a bullet in his brain
She said, ""'Cause nobody believes me. The man was such a sleeze
He ain't never gonna be the same""

Run away, run away from the pain, yeah, yeah
Yeah yeah yeah
Run away, run away from the pain, yeah yeah
Yeah yeah yeah yeah yeah
Run away, run away, run, run away

Janie's got a gun
Janie got a gun
Janie's got a gun
Now everybody is on the run
Janie got a gun
Her dog day's just begun
Now everybody is on the run (Honey, honey, what's the problem?)
Because Janie got a gun (Tell me it ain't right)
Janie got a gun (Was it Daddy's cradle robbing that)
Her dog day's just begun (Made you scream at night?)
Now everybody is on the run
Janie got a gun
Janie got a gun
Her dog day's just begun
Now everybody is on the run"
1990,Deee-Lite,Groove Is In The Heart,4,1990-09-12,"(We're going to dance)
(We're going to dance)
(We're going to dance and have some fun)

Dig!

The chills that you spill up my back keep me filled
With satisfaction when we're done
Satisfaction of what's to come
I couldn't ask for another
No, I couldn't ask for another (You know that's right)
Your groove I do deeply dig
No walls, only the bridge
My supper dish, my succotash wish (Sing it, baby)
I couldn't ask for another (
Uh huh, uh huh
)
No, I couldn't ask for another

Groove is in the heart
Groove is in the heart
Groove is in the heart (
Astronomical
)
Groove is in the heart
(Hit me!)

(Watch out!)

The depth of hula groove
Moves us to the nth hoop
We're gonna groove to Horton Hears a Who-who
I couldn't ask for another
No, I couldn't ask for another
DJ Soul was on a roll
I've been told he can't be sold
He's not vicious or malicious
Just de-lovely and delicious
I couldn't ask for another

Some looks in this torso (Uh, yeah)
Hot, got a deal, you wanna know? (Wanna know?)
Delightful, truly delightful (Lightful)
Makin' it, doin' it, 'specially at a show (Show)
Feelin' kinda high like a Hendrix haze (Haze)
Music makes motion, moves like a maze (Maze)
All inside of me, heart especially (Side, yeah)
Hilt of the rhythm, where I wanna be (C'mon)
Flowin', glowin' with electric eyes (eyes)
You dip to the dive, baby yo, realize (Yeah)
Baby, you see the funky side of me
Baby, you'll see that rhythm is the key (Yeah)
Get, get, wit' it, wit' it, can't think, quit it, quit it
Stomp on the stoop when I hear a funk loop (Bloop)
Playin' Pied Piper, follow what's true
Baby, just sing about the groove!
(Sing it!)

Groove is in the heart (Na na na na na)
Groove is in the heart (Na na na na na)
Groove is in the heart (Na na na na na)
Groove is in the heart

(One, two, three)
(Blulululu!!)

Blow them horns along
(The groove is in your heart)

Groove is in the heart (
Yeah
)
Groove is in the heart
Groove is in the heart
Groove is in the heart

Hmmmmm
He he he he
C'mon, y'all deep
Y'all are crazy, man"
1990,Janet Jackson,Alright,4,1990-04-04,"Alright
Alright
Alright
Alright
Alright
Alright
Alright
Shoo-be-doo-be-doo-doo-wah
Baby, baby
Sure enough, it's alright with me
Alright
Alright
Sure enough, it's alright with me

Seeing that your love's true
Never I doubt you
My heart belongs to you
That's alright with me
Worlds could end around me
So in love that I can't see
You and me were meant to be, that's alright with me

Friends come and friends may go
My friend, you're real, I know
True self you have shown you're alright with me
Through thick and thick to thin
I'll love you 'til the end
You know it's true my friend, you're alright with me
Friends come and friends may go
My friend, you're real, I know
True self you have shown, you're alright with me
Through thick and thick to thin
I'll love you 'til the end
You know it's true my friend, you're alright with me

Alright with me
Alright with me
Alright with me
Shoo-be-doo-be-doo-doo-wah
Alright with me
Alright with me
Alright with me
Alright with me

Catch a falling star that shines
Make a wish, clap three times
Dreams come true, it's in the mind
That's alright with me
Your wish is my command
Never thought I'd fall in love again (Again)
Again with my best friend, that's alright with me

Friends come and friends may go (Friends come)
My friend, you're real, I know
True self you have shown, you're alright with me
Through thick and thick to thin (To thin)
I'll love you 'til the end (The end)
You know it's true my friend, you're alright with me
Always and everlasting (Ooh)
This love is just not passing (Ooh)
We're happy as can be, alright with me

Alright with me
Alright with me
Alright with me
Shoo-be-doo-be-doo-doo-wah
Alright with me
Alright with me
Alright with me
Alright, woo

It's alright, baby
It's alright
I tell you that it's alright with me
Worlds could end around me
So in love that I can't see
You and me were meant to be that's
Sure enough, it's alright with me

Friends come and friends may go (Ah)
My friend, you're real, I know (Alright)
True self you have shown, you're alright with me (Sugar)
Through thick and thick to thin
I'll love you 'til the end (Baby)
You know it's true my friend, it's alright with me

Alright with me
Alright with me
Alright with me
Shoo-be-doo-be-doo-doo-wah
Alright with me
Alright with me
Alright with me
Alright, woo

It's alright
It's alright, boy, it's alright, boy
It's alright, boy
Alright with me
It's alright, boy, it's alright, boy
It's alright, boy
Alright with me
It's alright, boy
Alright with me
It's alright, boy
Alright with me
It's alright, boy
Alright with me
It's alright, boy
Alright with me
Alright with me
Baby, baby
Baby, b-, b-, b-
Baby, baby
Alright with me
Baby, ba-, woo
Baby, baby
Alright with me
Baby, baby
Alright with me
Baby, baby
Baby

Shoo-be-doo-be-doo, shoo-be-doo-be-doo
Shoo-be-doo-be-doo, shoo-doo, woo
Shoo-be-doo-be-doo, shoo-be-doo-be-doo
Shoo-be-doo-be-doo, shoo-doo, woo
Shoo-be-doo-be-doo, shoo-be-doo-be-doo
Shoo-be-doo-be-doo, shoo-doo, woo
Alright
Shoo-be-doo-be-doo, shoo-be-doo-be-doo
Shoo-be-doo-be-doo, shoo-doo, woo
Alright
Baby, baby
B-, baby
Baby, baby
B-, baby
Alright with me
Baby, baby
B-, baby
Baby, baby
B-, baby
Alright with me
S-s-s-sure enough
S-, s-, s, sure enough
S-, s-, s-, sure enough, it's
Alright with me
Shoo-be-doo-be-doo, shoo, shoo
Shoo-be-doo-be-doo, shoo, shoo, shoo
Shoo-be-doo-be-doo, shoo, shoo, shoo
Shoo-be-doo-be-doo, ooh baby
Shoo-be-doo-be-doo, shoo, shoo, shoo
Shoo-be-doo-be-doo, shoo, shoo, shoo
Shoo-be-doo-be-doo, shoo, shoo, shoo
Alright with me
Baby, baby
Baby, ba-
Baby, baby
Baby, ba-
Come on
Baby, baby
Baby, ba-
Baby, baby
Ba-
Right, right
Right, right
Right, right
Right, right
Right, right
Right, right

Woo, woo
Woo, woo
Woo, woo
Woo, woo
Ba-ba-ba-baby
Ba-ba-baby
Ba-ba-ba, ba-ba
Ba-ba-baby"
1990,Jody Watley,Everything,4,1990-01-03,"Lately I feel so all alone
Can't find the joy
You know that I'd be with you now
If I had the choice

I know I hurt you when I said goodbye
And I don't know the reason
I ever stopped believing
I never needed anyone but you, oh

I was too blind to see
When you belonged to me
You were my everything
Now I'd give anything
To feel the love you bring
You were my everything

They say time can mend a broken heart
And fix you up
But my life could never ever be the same
Without your touch

I know you're still afraid to let me in
And I don't blame you really
I wouldn't let you see me
I took for granted you would always be there

I was too blind to see
When you belonged to me
You were my everything
Now I'd give anything
To feel the love you bring
You were my everything

I know I hurt you when I said goodbye
And I don't know the reason
I ever stopped believing
I never needed anyone but you, oh

I was too blind to see
When you belonged to me
You were my everything
Now I'd give anything
To feel the love you bring
You were my everything
You were my life
You were my love
You were my everything
You were my life
Yeah
You were my everything
Oh woah
Yeah
You were my everything"
1990,M.C. Hammer,Have You Seen Her,4,1990-06-27,"Ah yeah, I'm glad I put this tape in
I'm just gon' cruise down the road
Look at the stars in the sky
And drift off into the sweet memories that I have
Of a love that my heart has been searching for
For so long, and I know somewhere
If I keep looking, that love I'll find
The picture grows clearer and clearer
From the back to the front of my mind
And like love, a love I know I'll have
The girl that I want, she'll be mine, she'll be fly, and it'll last

I see her face and I can't let go
She's in my dreams and my heart, so let me know
(Have you seen her?)
Have you seen her?
(Tell me have you seen her?)
I'm looking for that love
She's a thought and a vision in my memory
I haven't met her, but tell me where could she be
(Have you seen her?)
Have you seen her?
(Tell me have you seen her?)
I'm looking for that special love

(Love, oh love, love is a feeling that I need)
Love is a feeling that the Hammer definitely needs
(Please be mine)
Baby be mine
(I need your love to make it)
I need your love to make it
So why don't you be mine

The search is going on
From coast to coast
A woman for the man, who's propping the most
(Have you seen her?)
Have you seen her?
(Tell me have you seen her?)
My heart is beating strong
This love cannot be wrong
I need her and I want her, so come on to my home
(Have you seen her?)
Have you seen her?
(Tell me have you seen her?)
I'm a keep looking
At the movies, in my car, on my stereo
At a game, ""A Different World"" or ""The Cosby Show""
(Have you seen her?)
Have you seen her?
(Tell me have you seen her?)
Yo Veo, tell me what's up
At the track, at the club, or out buying dub
If you've seen her, then I'll have her, cause I'm in love
(Have you seen her?)
Have you seen her?
(Tell me have you seen her?)
My heart is hurting so bad
(Love, oh love, love is a feeling that I need)
Love is a feeling that I know I need
(Please be mine)
Be mine baby
(I need your love to make it)
I need your love to make it
Why don't you be mine
(Baby, be mine)
Where could she be?
At the store around the corner
Or wondering at night
Or chilling with another brother holding the mic
(Have you seen her?)
Have you seen her?
(Tell me have you seen her?)
Hammer, you know I'm looking
Calling all my friends all around the place
Guy, Levert, or my homey Rob Base
(Have you seen her?)
Have you seen her?
(Tell me have you seen her?)
If you've peeped her out, tell me
Yo, let me get on the phone
Ted, Dre, or Ed Lover
Fab 5 Freddy, won't you help a young brother
(Have you seen her?)
Have you seen her?
(Tell me have you seen her?)
I got a picture in my mind
The thought is so clear of the love I need here
Like Houdini, be magic and why don't you appear
(Have you seen her?)
Oh baby, why don't you appear
(Tell me have you seen her?)
I can see yo' face
I'm seeing her face, again and again
Come knocking at my door, and you know I'll let you in
(Have you seen her?)
Have you seen her?
(Tell me have you seen her?)
Oh, my sweet love
Searching 'round the world, what more can I say?
The girl is hard to see like an unseen VJ
(Have you seen her? Tell me have you seen her? Have you seen her?)"
1990,Milli Vanilli,All Or Nothing,4,1990-01-03,"The game of love is to live it up and, baby, not too high
Don't you know, if you wanna get down with Mister P
You gotta go and let your backbone slide
What a feeling when you push it up, push it down
You gotta push it up, push it down, feel good
George Michael or Marvin Gaye
It still is the same in you
Baby, don't tease, ooh, just please
'Cause you know it's just me and you
All or nothing (hush)
It's got to be
Something gotta show when you're livin' under heat
All or nothing (hush)
Girl, let it be
Take it from the pro who's rockin' to the beat
I'm under heat, oh, baby, please take it slow
Give me some time and maybe our love will grow
I want a suitor, baby, and make it right
Take it from me, babe, I wanna rock all night
If it's good for me, it's good for you
You gotta never let your mood get dry
Just keep it wet and my 740 jet
Is pushing right on high
George Michael or Marvin Gaye
It still is the same in you
Baby, don't tease, ooh, just please
'Cause you know it's just me and you
All or nothing (hush)
It's got to be
Something gotta show when you're livin' under heat
All or nothing (hush)
Girl, let it be
Take it from the pro who's rockin' to the beat
I'm under heat, oh, baby, please take it slow
Give me some time and maybe our love will grow
I want a suitor, baby, and make it right
Take it from me, babe, I wanna rock all night
Push it up, push it down
Push it where it feels real good
On my lips, my sweet bumble bee
Sting me like I knew you could
All or nothing (hush)
It's got to be
Something gotta show when you're lyin' under me
All or nothing (hush)
Girl, let it be
Take it from the pro who's rockin' to the beat"
1990,Pebbles,Giving You The Benefit,4,1990-08-15,"Lately I've been trying to figure out your mind
And why you keep dissing me
Poor little me
And why you had the change of heart to turn it all around
And then try to put it on me
Poor little me
But don't you know I can be a trip
I can make things hard
But baby, I believe that you still got a heart
That's why I try to stop myself before I start
'Cause I can make it rough, I can make it tough, but I won't
Well, I'll be giving you the benefit of the doubt
I'm giving you a minute to try to work it on out
I'll be giving you the benefit of the doubt
And I'm giving you a minute to try to work it on out
Baby, work it on, work it on out.  (Work, work, work.)
Baby, work it on, work in on out.  (Work, work.)
Oooh, oooh, oooh, oooh
Baby, how could you be hanging out on a diamond queen
Ain't you missing me, poor little me
When you knew all the time that you could've been with your home girl loving and a-kissing on me
Sweet little me
But don't you know if you wanna be a man
You gotta work real hard
If you wanna make me feel like I'm your number one
Then nothing in the world should make us part
'Cause we can make it work if you take away the hurt from my heart
I'll be giving you the benefit of the doubt
And I'm giving you a minute to try to work it on out
I'll be giving you the benefit of the doubt
And I'm giving you a minute to try to work it on out
Baby, work it on, work it on out.  (Work, work, work.)
Work it, baby
(Work, work.) Keep trying to work it on, work it on, work it on, work it on out
(Work, work, work.) Work it, baby
(Work, work.) Keep trying to work it on out.  Mmmm
(Oh.) I can be a trip, but I choose not to
(Oh, oh.) Deep inside of you, I think there's still good in you, boy
(Oh.) Don't give me no reason not to trust you
(Oh, oh.) Just take the benefit
Don't give me no lip and I'll be sweet to you
G-G-Giving you, giving you
G-G-Giving you, giving you
G-G-Giving you, giving you
G-G-Giving you, giving you
G-G-Giving you, giving you
G-G-Giving you, giving you
G-G-Giving you, giving you
G-G-Giving you, giving you
Giving you, giving you, giving you, giving you, giving you
Giving you, giving you, giving you, giving you, giving you
Giving you, giving you, giving you, giving you, giving you
Giving you, giving you, giving you, giving you, giving you
(Work.) Giving you, giving you, giving you, giving you
(Work.) Giving you, giving you, giving you, giving you
(Work.) Giving you, giving you, giving you, giving you
(Work.) Giving you, giving you
I'll be giving you the benefit of the doubt
And I'm giving you a minute to try to work it on out
I'll be giving you the benefit of the doubt
And I'm giving you a minute to try to work it on out
I'll be giving it to you.  (I'll be giving you the benefit of the doubt.)
Giving it to you.  (I'm giving you a minute to try to work it on out.)
I'll be giving it to you.  (I'll be giving you the benefit of the doubt.)
Giving it to you.  Oooh, oooh, oooh.  (I'm giving you a minute to try to work it on out.)
(I'll be giving it to you.) I wanna give it, I'm giving you the benefit
Whoo!
(Giving it to you.) I wanna give it, I'm giving you the benefit
(I'll be giving it to you.) I wanna give it, I'm giving you the benefit
Whoo!
(Giving it to you.  Oooh, oooh, oooh.) I wanna give it, I'm giving you the benefit
I'll be giving you a minute or two to try to work it out
I wanna work it out, babe
I'll be giving you a minute or two to try to work it out
But don't you take too long, baby
I'll be giving you the benefit of the doubt
And I'm giving you a minute to try to work it on out
I'll be giving you the benefit of the doubt
And I'm giving you a minute to try to work it on out
I'll be giving it to you.  (I'll be giving you the benefit of the doubt.)
Giving it to you.  (I'm giving you a minute to try to work it on out.)
I'll be giving it to you.  (I'll be giving you the benefit of the doubt.)
Giving it to you.  Oooh, oooh, oooh.  (I'm giving you a minute to try to work it on out.)
(I'll be giving it to you.) I wanna give it, I'm giving you the benefit
Whoo!
(Giving it to you.) I wanna give it, I'm giving you the benefit
(I'll be giving it to you.) I wanna give it, I'm giving you the benefit
Whoo!
(Giving it to you.  Oooh, oooh, oooh.) I wanna give it, I'm giving you the benefit
(I'll be giving it to you.) I wanna give it, I'm giving you the benefit
Whoo!
(Giving it to you.) I wanna give it, I'm giving you the benefit"
1990,Phil Collins,Do You Remember?,4,1990-04-25,"We never talked about it
But I hear the blame was mine
I would call you up to say I'm sorry
But I wouldn't want to waste your time
'Cause I love you, but I can't take any more
There's a look I can't describe in your eyes
If we could try, like we tried before
Would you keep on telling me those lies? (Telling me lies)

Do you remember?
(Do you remember?)
Ooh, do you remember?
(Do you remember?)

There seemed no way to make up
'Cause it seemed your mind was set
And the way you looked it told me
It's a look I know I'll never forget
You could've come over to my side
You could've let me know
You could've tried to see the distance between us
But it seemed too far for you to go (So far to go)

Do you remember?
(Do you remember?)
Ooh, do you remember?
(Do you remember?)

Through all of my life
In spite of all the pain
You know people are funny sometimes
'Cause they just can't wait to get hurt again

Tell me, do you remember?
(Do you remember?)

There are things we won't recall
And feelings we'll never find
It's taken so long to see it
'Cause we never seemed to have the time
There was always something more important to do
More important to say
But ""I love you"" wasn't one of those things
And now it's too late (Now it's too late)

Do you remember? (Do you remember? Now it's over)
(Do you remember? Ooh, it's over)
Ooh, do you remember? (Do you remember? Now it's over)
Ooh, yeah (Do you remember? Ooh, it's over)
Tell me, do you remember? (Do you remember? Now it's over)
Tell me, do you remember? (Do you remember? Ooh, it's over)
Tell me now, tell me now (Do you remember? Now it's over)
Tell me now, tell me now (Do you remember? Ooh, it's over)
Do you remember? (Do you remember? Now it's over)
Do you, do you, do you, do you (Do you remember? Ooh, it's over)
Do you, do you remember?…"
1990,Phil Collins,Something Happened On The Way To Heaven,4,1990-08-01,"We had a life, we had a love
But you don't know what you've got till you lose it
Well that was then and this is now
And I want you back
How many times can I say I'm sorry? (How many times?)
Yes, I'm sorry

How can something so good go so bad? (Ooh-ooh-ooh)
How can something so right go so wrong? (Ooh-ooh)
I don't know, I don't have all the answers (Ooh-ooh-ooh)
And I want you back
How many times can I say I'm sorry? (How many times?)

Well, you know, you can run, and you can hide
But I'm not leaving, 'less you come with me
We've had our problems but I'm on your side
You're all I need, please believe in me, ah, yeah

I only wanted someone to love (Ooh-ooh-ooh)
But something happened on the way to heaven (Ooh-ooh)
It got a hold of me and wouldn't let go (Ooh-ooh-ooh)
And I want you back
How many times can I say I'm sorry? (How many times?)
Ooh, yes, I'm sorry, (Sorry)

Well, you know You can run, and you can hide
But I'm not leaving, 'less you come with me
We've had our problems but I'm on your side
You're all I need, please believe me
You can run, and you can hide
But I'm not leaving till it's all over
We've had our problems but I'm on your side
You're all I need, let me show you

They say you can't take it with you when you go
And I believe it
But taking what I've got or being here with you
You know, I, I'd rather leave it

We had a life, we had a love
But you don't know what you've got till you lose it
Well that was then and this is now
And I want you back
How many times can I say I'm sorry? (How many times?)
Ooh, yes, I'm sorry (Yes, I'm sorry)

Well, you know, you can run, and you can hide (Ooh-ooh-ooh)
But I'm not leaving 'less you come with me (Ooh-ooh)
We've had our problems but I'm on your side (Ooh-ooh-ooh)
You're all I need, please believe me
You can run, and you can hide
But I'm not leaving till it's all over
We've had our problems but I'm on your side
You're all I need, please believe in me"
1990,Poison,Something To Believe In,4,1990-10-03,"Well I see him on the TV
Preachin' 'bout the promised lands
He tells me to believe in Jesus
And steals the money from my hands
Some say he was a good man
But Lord I think he sinned
Twenty-two years of mental tears
Cries a suicidal Vietnam vet
Who fought a losing war on a foreign shore
To find his country didn't want him back
Their bullets took his best friends in Saigon
Our lawyers took his wife, his kids, no regrets
In a time I don't remember
In a war he can't forget
He cried ""Forgive me for what I've done there
'Cause I never meant the things I did""

And give me somethin' to believe in
If there's a Lord above
And give me somethin' to believe in
Oh, Lord arise

My best friend died a lonely man
In some Palm Springs hotel room
I got the call last Christmas Eve
And they told me the news
I tried all night not to break down and cry
As the tears rolled down my face
I felt so cold and empty
Like a lost soul out of place
And the mirror, mirror on the wall
Sees my smile, it fades again

And give me somethin' to believe in (And give me something to believe in)
If there's a Lord above
And give me somethin' to believe in (And give me somethin' to believe in)
Oh, Lord arise

Sometimes I wish to God I didn't know now
The things I didn't know then
Road, you gotta take me home


I drive by the homeless sleepin' on a cold dark street
Like bodies in an open grave
Underneath the broken old neon sign
That used to read ""Jesus Saves""
A mile away live the rich folk
And I see how they're livin' it up
While the poor, they eat from hand to mouth
The rich drinkin' from a golden cup
And it just makes me wonder
Why so many lose and so few win, hah

And give me somethin' to believe in (And give me somethin' to believe in)
And give me somethin' to believe in (And give me somethin' to believe in)
If there's a Lord above
And give me somethin' to believe in (And give me somethin' to believe in)
(You take the high road and I'll take the low road)
Oh Lord arise
(You take the high road and I'll take the low road)
And give me somethin' to believe in (And give me somethin' to believe in)
Oh Lord arise
(You take the high road and I'll take the low road)
And give me somethin' to believe in (And give me somethin' to believe in)
Oh Lord arise
(You take the high road and I'll take the low road)

Yeah, sometimes I wish I didn't know now
The things I didn't know then, yeah
And give me somethin' to believe in, yeah-yeah"
