Year,Artist,Song,Peak_Pos_That_Year,Full_Release_Year,Lyrics
1991,Firehouse,Love Of A Lifetime,5,1991-06-26,"I guess the time was right for us to say
We'd take our time and live our lives together day by day
We'll make a wish and send it on a prayer
We know our dreams can all come true with love that we can share

With you I never wonder, will you be there for me?
With you I never wonder, you're the right one for me

I finally found the love of a lifetime
A love to last my whole life through
I finally found the love of a lifetime
Forever in my heart, I finally found the love of a lifetime

With every kiss, our love is like brand new
And every star up in the sky was made for me and you
Still, we both know that the road is long
We know that we will be together because our love is strong

I finally found the love of a lifetime
A love to last my whole life through
I finally found the love of a lifetime
Forever in my heart, I finally found the love of a lifetime


Ooh, I finally found the love of a lifetime
A love to last my whole life through
I finally found the love of a lifetime
Forever in my heart, I finally found the love of a lifetime

(Finally found the love of a lifetime) Love of a lifetime
(Finally found the love of a lifetime) I finally found the love
(Finally found the love of a lifetime)
Ooh, forever in my heart, I finally found the love of a lifetime
Ooh-ooh, ooh"
1991,Oleta Adams,Get Here,5,1991-01-02,"You can reach me by railway
You can reach me by trailway
You can reach me on an airplane
You can reach me with your mind
You can reach me by caravan
Cross the desert like an Arab man

I don't care how you get here
Just get here if you can

You can reach me by sailboat
Climb a tree and swing rope to rope
Take a sled and slide downslope
Into these arms of mine
You can jump on a speedy colt
Cross the border in a blaze of hope

I don't care how you get here
Just get here if you can

There are hills and mountains between us
Always something to get over
If I had my way, surely you would be closer
I need you closer


There are hills and mountains between us
Always something to get over
If I had my way, surely you would be closer
I need you closer

You can windsurf into my life
Take me up on a carpet ride
You can make it in a big balloon
But you better make it soon
You can reach me by caravan
Cross the desert like an Arab man

I don't care how you get here
Just get here if you can

I don't care, I don't care
I need you right here, right now
I need you right here, right now
Right by my side, yeah ,yeah, yeah, yeah
Yeah, yeah, oh, oh, oh
I don't care how you get here
Just get here if you can"
1991,Rod Stewart,Rhythm Of My Heart,5,1991-03-13,"Across the street, the river runs
Down in the gutter, life is slipping away
Let me still exist in another place
Running under cover of a helicopter blade

Flames are getting higher in effigy
Burning down the bridges of my memory
Love may still be alive somewhere, someway
Where they're downing only deer, a hundred steel towns away

Oh, the rhythm of my heart is beating like a drum
With the words, ""I love you"" rolling off my tongue
No, never will I roam, for I know my place is home
Where the ocean meets the sky, I'll be sailing

Photographs and kerosene
Light up my darkness, light it up, light it up
I can still feel the touch of your thin blue jeans
Running down the alley, I've got my eyes all over you, baby
Oh, baby

Oh, the rhythm of my heart is beating like a drum
With the words, ""I love you"" rolling off my tongue
No, never will I roam, for I know my place is home
Where the ocean meets the sky, I'll be sailing

I'll be sailing
I'll be sailing
I will

Oh, I've got lightning in my veins
Shifting like the handle of a slot machine
Love may still exist in another place
I'm just yanking back the handle, no expression on my face

Oh, the rhythm of my heart is beating like a drum
With the words, ""I love you"" rolling off my tongue
No, never will I roam, for I know my place is home
Where the ocean meets the sky, I'll be sailing

Oh, the rhythm of my heart is beating like a drum
With the words, ""I love you"" rolling off my tongue
No, never will I roam, for I know my place is home
Where the ocean meets the sky, I'll be sailing

Oh, the rhythm of my heart is beating like a drum
With the words, ""I love you"" rolling off my tongue
No, never will I roam, for I know my place is home
Where the ocean meets the sky, I'll be sailing"
1991,Sting,All This Time,5,1991-01-16,"I looked out across the river today
Saw a city in the fog and an old church town where the seagulls play
Saw the sad shire horses walking home in the sodium light
Two priests on the ferry
October geese on a cold winter's night

All this time the river flowed
Endlessly to the sea

Two priests came 'round our house tonight
One young, one old, to offer prayers for the dying to serve the final rite
One to learn, one to teach which way the cold wind blows
And fussing and flapping in priestly black like a murder of crows

All this time the river flowed
Endlessly to the sea
If I had my way
I'd take a boat from the river
And I'd bury the old man
I'd bury him at sea

Blessed are the poor, for they shall inherit the earth
Better to be poor than be a fat man in the eye of the needle
As these words were spoken I swear I hear the old man laughing
What good is a used up world and how could it be worth having?
All this time the river flowed
Endlessly like a silent tear
All this time the river flowed
Father, if Jesus exists then how come he never lives here?

Teachers told the Romans built this place
They built a wall and a temple and an edge of the empire garrison town
They lived and they died
They prayed to their gods, but the stone gods did not make a sound
And their empire crumbles 'till all that was left
Were the stones the workmen found

All this time the river flowed
In the falling light of a Northern sun
If I had my way, take a boat from the river
Men go crazy in congregations, they only get better one by one
One by one

I looked out across the river today
Saw a city in the fog and an old church town where the seagulls play
Saw the sad shire horses walking home in the sodium light"
1991,The KLF,3 A.M. Eternal,5,1991-06-19,"It's 3 A.M., 3 A.M
It's 3 A.M. Eternal, ohh

Eternal
Eternal
Eternal
Eternal


London by night, all alone
London by night on my own

It's 3 A.M., 3 A.M
It's 3 A.M. eternal
It's 3 A.M., 3 A.M
It's 3 A.M. eternal, ohh
Eternal


Sometimes, I feel I almost know
Sometimes, I feel it's time
Time to go, go
To go, go

Eternal
Eternal
Eternal
Eternal


London by night, all alone
London by night on my own

Eternal
Eternal
Eternal


London by night, all alone
London by night on my own
London by night, all alone
London by night on my own

It's 3 A.M., 3 A.M
It's 3 A.M. eternal (Sometimes, I feel I almost know)
It's 3 A.M., 3 A.M
It's 3 A.M. eternal, ohh (Sometimes, I know it's time to go)

Eternal
Eternal
Eternal
Eternal"
1991,Chris Isaak,Wicked Game,6,1991-01-02,"The world was on fire, and no one could save me but you
It's strange what desire will make foolish people do
I never dreamed that I'd meet somebody like you
And I never dreamed that I'd lose somebody like you

No, I don't wanna fall in love (
This world is only gonna break your heart
)
No, I don't wanna fall in love (
This world is only gonna break your heart
)
With you (With you)
(
This world is only gonna break your heart
)

What a wicked game to play
To make me feel this way
What a wicked thing to do
To let me dream of you
What a wicked thing to say
You never felt this way
What a wicked thing to do
To make me dream of you

And I don't wanna fall in love (
This world is only gonna break your heart
)
No, I don't wanna fall in love (
This world is only gonna break your heart
)
With you


The world was on fire, and no one could save me but you
It's strange what desire will make foolish people do
I never dreamed that I'd love somebody like you
And I never dreamed that I'd lose somebody like you

No, I don't wanna fall in love (
This world is only gonna break your heart
)
No, I don't wanna fall in love (
This world is only gonna break your heart
)
With you (With you)
(
This world is only gonna break your heart
)
No, I— (
This world is only gonna break your heart
)
(
This world is only gonna break your heart
)

Nobody loves no one"
1991,Corina,Temptation,6,1991-05-15,"Baby, there's something I think you should know (Baby)
I don't think I'll be needing you anymore
It's just one of those things
I'm sure you'll understand

We've been together so long
I never meant to do you wrong
But I've found someone new
There's nothing you can say or do
To try and change my mind
Would be a waste of time
Let's go our separate ways
There's nothing more to say

Just try to ease your mind 'cause I don't mean to hurt you
It's just he knows to treat me like a special lady
It's time you look away, he knows just how to touch me
Maybe someday you'll understand

Temptation (Temptation) is a part of life
It doesn't matter if it's wrong or right
Temptation (Temptation) is a part of life
It doesn't matter if it's wrong or right
It makes you do what you like

He knows I can't resist
Ooh, his perfect lips
When he looks in my eyes
I feel like I've been hypnotized
I've wanted him for so long
What I felt was oh-so strong
In time these feelings changed
Things were not the same

Just try to ease your mind 'cause I don't mean to hurt you
It's just he knows to treat me like a special lady
It's time you look away, he knows just how to touch me
Maybe someday you'll understand

Temptation (Temptation) is a part of life
It doesn't matter if it's wrong or right
Temptation (Temptation) is a part of life
It doesn't matter if it's wrong or right
Temptation (Temptation) is a part of life
It doesn't matter if it's wrong or right
Temptation (Temptation) is a part of life
It doesn't matter if it's wrong or right
It makes you do what you like

(You make me feel so good)
Temptation
Temptation

Temptation (Temptation, yeah) is a part of life
It doesn't matter (Love me) if it's wrong or right (It doesn't matter, baby)
Temptation is a part of life (It doesn't matter, baby, no)
It doesn't matter if it's wrong or right (No, it's a part of life)
Temptation (Temptation) is a part of life
It doesn't matter if it's wrong or right (It doesn't matter, no)
Temptation is a part of life
It doesn't matter if it's wrong or right (Mm, mm)
It makes you do what you like (Love me)"
1991,Mariah Carey,Can't Let Go,6,1991-11-13,"Ooh
I can't let go, oh, baby (Ooh, ooh)
Ooh-ooh, oh, yeah
Mm-hmm, mmm
Oh, yeah

There you are, holding her hand
I am lost
Dying to understand
Didn't I cherish you right?
Don't you know you were my life?

Even though I try, I can't let go
Something in your eyes captured my soul
And every night I see you in my dreams
You're all I know, I can't let go

Just cast aside
You don't even know I'm alive
You just walk on by
Don't care to see me cry
And here I am, still holding on
I can't accept my world is gone (No, no)

Even though I try, I can't let go
'Cause something in your eyes captured my soul
And every night I see you in my dreams
You're all I know, I can't let go

Do you even realize the sorrow I have inside
Every day of my life?
Do you know the way it feels
When all you have just dies?
I try and try to deny that I need you
But still, you remain on my mind

Even though I try, I can't let go
(No, I just can't get you out of my mind)
Something in your eyes captured my soul
(I never can say goodbye)
'Cause every night I see you in my dreams
You're all I know, I can't let you go
Even though I try, I can't let go
Something in your eyes captured my soul
(Of something that I need so badly)
Every night I see you in my dreams
You're all I know, I can't let go"
1991,Michael W. Smith,Place In This World,6,1991-05-01,"The wind is moving
But I am standing still
A life of pages
Waiting to be filled
A heart that's hopeful
A head that's full of dreams
But this becoming
Is harder than it seems
Feels like

I'm looking for a reason
Roaming through the night to find
My place in this world
My place in this world
Not a lot to lean on
I need Your light to help me find
My place in this world
My place in this world

If there are millions
Down on their knees
Among the many
Can You still hear me
Hear me asking
Where do I belong?
Is there a vision
That I can call my own?
Show me

I'm looking for a reason
Roaming through the night to find
My place in this world
My place in this world
Not a lot to lean on
I need Your light to help me find
My place in this world
My place in this world


Looking for a reason
Roaming through the night to find
My place in this world
My place in this world
Not a lot to lean on
I need Your light to help me find
My place in this world
My place in this world
Looking for a reason
Roaming through the night to find
My place in this world
My place in this world"
1991,Naughty by Nature,O.P.P.,6,1991-09-04,"Arm me with harmony
Dave, drop a load on 'em

O.P.P., how can I explain it? I'll take it, frame by frame it
To have y'all all jumpin', shoutin', sayin' it
O is for ""other,"" P is for ""people,"" scratch your temple
The last P, well, that's not that simple, huh
It's sort of like, oh well, another way to call a cat a kitten
It's five little letters that are missing here
You get it on occasion if the other party isn't gaming
It seems I gotta start the explaining, bust it
You ever had a girl and met her on a nice hello?
You get her name and number, then left feeling real mellow
You get home, wait a day, she's what you wanna know about
Then you call up and it's her girlfriend's or her cousin's house?
It's not a front, an F to the R to the O to the N to the T
It's just her boyfriend's at her house (Oh, that's why she's scary)
It's O.P.P. time, other people's, but you get it
There's no room for relationships, there's just room to hit it
How many brothers out there know just what I'm getting at?
Who think it's wrong 'cause I was splitting and co-hitting that?
Well, if you do, that's O.P.P., and you're not down with it
But if you don't, here's your membership

You down with O.P.P.? (Yeah, you know me)
You down with O.P.P.? (Yeah, you know me)
You down with O.P.P.? (Yeah, you know me)
Who's down with O.P.P.? (Every last homie)
You down with O.P.P.? (Yeah, you know me)
You down with O.P.P.? (Yeah, you know me)
You down with O.P.P.? (Yeah, you know me)
Who's down with O.P.P.? (All the homies)

Well, for the ladies, O.P.P. means something gifted
The first two letters the same, but the last is something different
It's the longest, loveliest, lean, I call it the leanest
It's another five-letter word rhyming with ""cleanest"" or ""meanest""
I won't get into that, I'll do it, uh, sort of properly
I'll say the last P, hmm, stands for ""property""
Now lady, here comes a kiss
Blow a kiss back to me, now tell me exactly
Have you ever known a brother who had another like a girl or wife?
And you just had to stop a toast 'cause he looked just that nice?
You looked at him, he looked at you, and you knew right away
He had someone, but he was gonna be yours anyway
You couldn't be seen with him at all and still you didn't care
'Cause in a room behind a door, no one but y'all are there
When y'all are finished, y'all can leave and only y'all would know
And y'all could throw that skeleton bone right in the closet door
Now don't be shy, 'cause if you're down, I want your hands up high
Say O.P.P. (O.P.P.), I like to say with pride
Now when you do it, do it well and make sure that it counts
You're now down with a discount

You down with O.P.P.? (Yeah, you know me)
You down with O.P.P.? (Yeah, you know me)
You down with O.P.P.? (Yeah, you know me)
Who's down with O.P.P.? (Every last lady)
You down with O.P.P.? (Yeah, you know me)
You down with O.P.P.? (Yeah, you know me)
You down with O.P.P.? (Yeah, you know me)
Who's down with O.P.P.? (All the ladies)

A scab tried to O.P.P. me, I had a girl and she knew that
Matter fact, her and my girl was partners that
Had a fall-out, disagreement, yeah, an argument
She tried to do me, so we did it in my apartment, bust it
That wasn't the thing, it must've been the way she hit the ceiling
'Cause after that she kept on coming back and catching feelings
I said, ""Let's go, my girl is coming, so you gotta leave""
She said, ""Oh no, I love you, Treach,"" I said, ""Now, child, please
You gots to leave, come grab your coat right now, you gotta go""
I said, ""Now look, you choose the stairs or choose the stair window
This was a fling, a little thing you shouldn't have brought your heart
'Cause you know I was O.P.P., hell, from the very start""
Come on, come on, now let me tell you what it's all about
When you get down, you can't go 'round runnin' off at the mouth
That's rule number one in this O.P.P. establishment
You keep your mouth shut and it won't get back to her or him
Exciting, isn't it? A special kinda business
Many of you will catch the same sorta O.P.P. messing with
Him or her, for sure, I'm going to admit it
When O.P.P. comes, damn skippy, I'm with it

You down with O.P.P.? (Yeah, you know me)
You down with O.P.P.? (Yeah, you know me)
You down with O.P.P.? (Yeah, you know me)
Who's down with O.P.P.? (This whole party)
You down with O.P.P.? (Yeah, you know me)
You down with O.P.P.? (Yeah, you know me)
You down with O.P.P.? (Yeah, you know me)
Who's down with O.P.P.? (This whole party)

Break it down"
1991,Nelson,After The Rain,6,1991-01-02,"Look in the mirror, girl
By now you should know
You're living in a fantasy
And you can't let go
He never really loved you
From the start
The only thing he ever gave you
Was a broken heart
Don't be afraid to lose
What was never meant to be
Whoa, after the rain
Washes away the tears
And all the pain
Only after the rain
Can you live again
I know the emptiness
You feel inside
You're thinking if you break away
You'll never survive
I'm waiting as my heart
Beats just for you
Come on and take my hand
And I'll pull you through
But things will never change
Until you want them to
Whoa, after the rain
Washes away the tears
And all the pain
Only after the rain
Can you live again
Whoa, whoa, after the rain
(After the rain)
You'll see the sun appear
To light the way
Only after the rain
Can you hope to find
True love again
He never really loved you
From the start
The only thing he ever gave you
Was a broken heart
Come on and take my hand
And I'll pull you through
You know the time has come for you
To face the truth
After the rain
Washes away the tears
And all the pain
Only after the rain
Can you live again
Whoa, whoa, after the rain
(After the rain)
You'll see the sun appear
To light the way
Only after the rain
Can you hope to find
True love again
(After the rain)
Whoa, whoa, after the rain
Can you love again
After the rain
Washes away the tears
And all the pain
Only after the rain
Can you love again"
1991,Paula Abdul,Blowing Kisses In The Wind,6,1991-10-16,"So tell, baby, tell your true heart
Say what you say when you're all alone
I'm tryin', tryin' to try and feel you
And see if I see I'm feelin' alone
And all I want is to get through
So maybe you'll see that the way you're leaving me, it won't do

It's like I'm blowing kisses in the wind
Giving you love that you haven't been given
I cross my heart and hope to die
I'm only wishing you would love me like I
Blowing kisses in the wind, waiting, waiting, waiting
Waiting for you is, it's like blowing, blowing kisses

So please, baby, please, release me
If time after time your heart's growing cold
I'm sayin' if you don't believe in believing
Ooh ooh, then how can true love ever be so?
And all I want is to get through
So maybe you'll see that the way you're leaving me, it won't do

It's like I'm blowing kisses in the wind
Giving you love that you haven't been given
I cross my heart and hope to die
I'm only wishing you would love me like I
Blowing kisses in the wind, waiting, waiting, waiting
Waiting for you is, it's like blowing, blowing kisses

Like I'm, like blowing kisses, like blowing kisses

And all I want is to get through
So maybe you'll see that the way you're leaving me, it won't do

It's like I'm blowing kisses in the wind
Giving you love that you haven't been given
I cross my heart and hope to die
I'm only wishing you would love me like I
Blowing kisses in the wind, waiting, waiting, waiting
Waiting for you is, it's like blowing kisses
Like I'm blowing kisses in the wind
Giving you love that you haven't been given
I cross my heart and hope to die
I'm only wishing you would love me like I
Blowing kisses in the wind, waiting, waiting, waiting
Waiting for you is, it's like blowing kisses

Like I'm blowing kisses in the wind
Like I'm blowing kisses in the wind
Like I'm blowing kisses in the wind
Waiting for you is like blowing blowing kisses"
1991,Roberta Flack With Maxi Priest,Set The Night To Music,6,1991-09-18,"Okay, Roberta, we can do what we wanna do
Touch me right here
Mmm, mmm
Set the night to music (Set the night)
Set the night to music

Look at all the stars tonight
Look at all the moonlight
Look at us, we're all alone
Whoa, and it's just like a dream
Like some romantic fantasy
Darling, come and hold me close (Mmm)

We could be making love
And with the slightest touch
We could set the night to music
We could set the night to music
We could do what we want to do
It'll only take me and you to
To set the night to music (Yeah, yeah)

We'll find a rhythm all our own
Melt into it nice and slow
Love ourselves away from here (Mmm, mmm)
Your heart beating next to mine
Perfect love in perfect time
Watch the world disappear

This moment is ours to take
And with the love we make
We could set the night to music
We could set the night to music
We could do what we want to do
It'll only take me and you to
To set the night to music (Yeah, yeah)

Whoa, whoa, whoa, whoa
Ooh yeah, yeah, yeah, oh, oh
Whoa, whoa (Yeah)
Yeah, yeah (Oh yeah, oh yeah)

This moment is ours to take (This moment is ours)
And with the love we make (And with the love that we make)
And with the smile that's ours
We could set the night to music
We could set the night to music
We could do what we wanna do
It'll only take me and you to
To set the night to music (To music, yeah, yeah)

(Set the night) Set the night to music (To music) (Ah)
We could set the night to music
(Oh, ah) (Set the night) (Set the night to music) (To music)
We could set the night to music
(Set the night) (Set the night to music) (To music) (Oh, ah)
We could set the night to music
(We could be making) (We could be making love) (Love)
We could set the night to music
(We could be making love) (Making love)
(With the stars) (We could be making love)
We could set the night to music
(Making love) (Yes, we could) (With the stars above)
We could set the night to music
(Making love) (Set the night to music) (Stars above)
We could set the night to music (Whoa, whoa)
We could set the night to music"
1991,Wilson Phillips,Impulsive,6,1991-01-02,"The secret of love
I thought I understood
The way it's supposed to be
I never imagined you could
Blow my theory apart
But now you're running away with my heart

I don't wanna think about it
Don't wanna think clear
Don't analyze
What I'm doing here
Wanna be impulsive
Reckless
And lose myself
In your kiss

Arrows through hearts
Drawn on a misty window
You're taking me home in the rain
My heart it's beating don't say no
My head keeps saying, ""Take it slow""

I don't wanna think about it
Don't wanna think clear
Don't analyze
What I'm doing here
Wanna be impulsive
Reckless
And lose myself
In your kiss
You're giving me a feeling
It's a sudden rush
Acting on the moment
Spontaneous
Ooh this is not like me
To follow my heart so easily

I am reckless, impulsive
I never imagined you could blow my theory apart
But now you're running away with my heart, my heart

I don't wanna think about it
Don't wanna think clear
Don't analyze
What I'm doing here
Wanna be impulsive
Reckless
And lose myself
In your kiss
You're giving me a feeling
It's a sudden rush
Acting on the moment
Spontaneous
Wanna be impulsive
Reckless
And lose myself
In your kiss

Impulsive, I wanna be, impulsive
I'm gonna be impulsive
Reckless
And lose myself, lose myself"
1991,Amy Grant,That's What Love Is For,7,1991-09-25,"Sometimes we make it harder than it is
We'll take a perfect night
And fill it up with words we don't mean
Dark sides best unseen
And we wonder why we're feeling this way

Sometimes I wonder if we really feel the same
Why we can be unkind
Questioning the strongest of hearts
That's when we must start
Believing in the one thing that has gotten us this far

That's what love is for
To help us through it
That's what love is for
Nothing else can do it
Melt our defenses
Bring us back to our senses
Give us strength to try once more
Baby, that's what love is for

Sometimes I see you
And you don't know I am there
And I'm washed away
By emotions I hold deep down inside
Getting stronger with time
It's living through the fire
And holding on we find

That's what love is for
To help us through it
That's what love is for
Nothing else can do it
Melt our defenses
Bring us back to our senses
Give us strength to try once more
Baby, that's what love is for

Believing in the one thing
That has gotten us this far

That's what love is for
To help us through it
That's what love is for
Nothing else can do it
Round off the edges
Talk us down from the ledges
Give us strength to try once more
Baby, that's what love is for
That's what love is for
That's what love is for
Melt our defenses
Bring us back to our senses
Give us strength to try once more
Baby, that's what love is for

That's what love is for
That's what love is for
That's what love is for"
1991,Gerardo,Rico Suave,7,1991-01-30,"Rico
Suave
Rico
Suave

Seguro que han oído que yo soy educado
Soy un caballerito, un chico bien portado
Un joven responsable y siempre bien vestido
Yo no sé quién ha mentido
I don't drink or smoke, I ain't no dope
Won't try no coke, ask me how I do it, I cope
My only addiction has to do with the female species
I eat 'em raw like sushi
No me gustan ternos, mi estilo es moderno
Si me enterno, yo me enfermo
Mi apariencia es dura, vivo en la locura
No me vengan con ternuras
So please don't judge a book by its cover
There's more to being a Latin lover
You got to know how to deal with a woman that won't let go
The price you pay for being a gigoló

Rico
Suave
Rico
Suave

And there's not a woman that can handle a man like me
That's why I juggle two or three
I ain't one to commit, you can omit that bit
You pop the question, that's it
A ver: uno, dos, tres, cuatro mujeres
Y la situación ahí no muere
No es un delito, calmo mi apetito
Con un llanto o un grito
So, again, don't let my lyrics mislead you
I don't love ya but I need ya
Would you rather have me lie
Take a piece of your pie and say bye
Or be honest and rub your thighs

Rico
Suave
Rico
Suave


Well, it's ten o'clock and I'm two hours late
I never said I was a prompt date
But you kept persisting that I meet your parents
Huh, they're going to love my appearance
¡Ding, dong! El timbre suena
Tu madre abre, qué vieja más buena
Le digo ""¡Hola!"", pero no para bola
¿Qué se ha creído, vieja chola?
Go and serve the food, mom
Que tengo hambre
If you don't hurry, me va a dar un calambre
¿Y usted, señor? Why's your chin on the floor?
Cierre la boca, por favor
What's this, amor, these little huevos?
Esto sí que yo no pruebo
I'm used to good ol' fashioned
Homestyle Spanish cooking
If I try that, I'll be puking
Well, it's been a pleasure but we got to go
Regresaremos temprano
Cinco, seis, o siete de la mañana
Su hija está en buenas manos

Rico
Suave
Rico
Suave
Rico
Suave
Rico
Suave
Rico
Suave
Rico
Suave
Rico
Suave
Rico
Suave
Rico
Suave"
1991,Keith Sweat,I'll Give All My Love To You,7,1991-01-02,"Oh baby baby baby oh
My, my, my baby yeah
Oh I love ya baby
Oh yes I yes I do girl

I love you, and tonight
I wanna take it real real slow, my baby
I understand what you told me
And if I, I didn't know
I always wanted someone just like you
I really need to hold on, hold you
I'd give the world to you, oh my darlin'
You know I will
Yeah yeah you know i will
I surely will

I will never do anything to hurt you
I'll give all my love to you
(I'm gonna give you every bit of my love, my love)
And if you need me, baby, I'll come runnin' (yes I will)
Only to you (yes my baby yes I will)

Why don't we just lay down
And hold each other real close, real close
'Cause I, I don't wanna rush you, baby, no, no, no
If time, If time is what you need the most
I always wanted to love, love you
You give me all my dreams come true
I want to love you, love you tonight oh, my darlin'
Yes I do
Yeah, yeah, yeah

I will never do anything to hurt you
(I would never do one little thing to you baby)
I'll give all my love to you
(And I'm gonna give you every bit of my love tonight girl)
And if you need me, baby, I'll come runnin'
Only to you, only to you baby, oh, oh, oh

Girl I've been longing for you baby for a long long time
Let's make love tonight
I can make me feel real good baby
I can make feel real good baby
Sometimes, sometimes I get a little lonely, baby (so lonely baby)
And I need a little love that I can call all mine (I need some lovin')
Girl, you are the one for me, babe
I know that you are the world for me, babe
Yeah, yeah, yeah, yeah, yeah oh

I will never do anything to hurt you
(I would never, never do one little thing to hurt you)
I'll give all my love to you
(I give you every single bit of my love girl)
And if you need me, baby, I'll come runnin'
All you got to do baby
When you need somebody pick up the phone
I'll be there, I'll be right there
I will never do anything to hurt you
Oh baby baby baby
I'll give all my love to you
Understand, understand what I'm saying to you baby
And if you need me, baby, I'll come runnin'
Only to you baby, only to you baby, only to you baby
(I'll never hurt you)
I will never do anything to hurt you
I'll give all my love to you
And if you need me, baby, I'll come runnin' only to you
Yeah
How do you like it, baby?
What makes you feel the lady?
How do you like it, baby?
How do you like it, girl?
How do you like it, baby?"
1991,Michael Bolton,"""Time, Love And Tenderness""",7,1991-07-10,"Time, love and tenderness

So you say that you can't go on
Love left you cryin'
And you say, all your hope is gone
And what's the use in tryin'
What you need is to have some faith
Shake off those sad blues
Get yourself a new view
Oh, nothing is as sad as it seems, you know

'Cause, some day you'll laugh at the heartache
Some day, you'll laugh at the pain
Somehow you'll get through the heartbreak
Somehow you can get through the rain

When love puts you through the fire
When love puts you to the test
Nothing cures a broken heart
Like time, love and tenderness
You think your world is over
Baby, just remember this
Nothing heals a broken heart
Like time, love and tenderness
Time, love and tenderness

I understand how you're feeling now
And what you've been through
But your world's gonna turn around
So baby, don't you be blue
All it takes is a little time
To make it better
The hurt won't last forever
Oh, all your tears are all gonna dry, you know

'Cause some day you'll laugh at the heartache
Some day you'll laugh at the pain
You may be down on your luck
But baby, that old luck's gonna change

When love puts you through the fire
When love puts you to the test
Nothing cures a broken heart
Like time, love and tenderness
You think your world is over
Baby, just remember this
Nothing heals a broken heart
Like time, love and tenderness
Baby, oh baby
Just need some, just need some
Time, love and tenderness

The hurt ain't gonna last forever
Time, love and tenderness
Time, love and tenderness
 X5
When love puts you through the fire
When love puts you to the test
Nothing cures a broken heart
Like time, love and tenderness
You think your world is over
Baby, just remember this
Nothing heals a broken heart
Little bit time, love and tenderness
When love puts you through the fire
When love puts you to the test
Nothing cures a broken heart
Like time, love and tenderness
Time, love and tenderness
Time, love and tenderness
Time, love and tenderness
..."
1991,Rick Astley,Cry For Help,7,1991-02-13,"She's taken my time
Convinced me she's fine
But when she leaves
I'm not so sure
It's always the same
She's playing her game
And when she goes
I feel to blame

Why won't she say she needs me?
I know she's not as strong as she seems

Why don't I see her cry for help?
Why don't I feel her cry for help?
Why don't I hear her cry for help?

I wandered around
The streets of this town
Trying to find sense in it all
The rain on my face
It covers the trace
Of all the tears
I've had to waste

Why must we hide emotions?
Why must we never break down and cry?

All that I need is to cry for help
Somebody please hear me cry for help
All I can do is cry for help
No need to feel ashamed
Release the pain
Cry for help
Cry for help
Is all I need
All I need
Is a cry for help
Cry for help
Is all I need
All I need
Is a cry for help

Why must we hide emotions?
Why can't we ever break down and cry?

All that I need is to cry for help
I will be there when you cry for help
Why don't I hear her cry for help?
All that I need is to cry for help
Somebody please hear me cry for help
All I can do is cry for help
All that I need is to cry for help
I will be there when you cry for help
Is it so hard to cry for help?
(Cry for help is all I need)
No need to feel ashamed
(All I need is a cry for help)
Come on and release the pain
(Cry for help is all I need)
Put your trust in me
(All I need is a cry for help)
My love is gonna set you free"
1991,Seal,Crazy,7,1991-06-19,"In a church, by the face
He talks about the people going under
Only child know

A man decides after seventy years
That what he goes there for is to unlock the door
While those around him criticize and sleep
And through a fractal on a breaking wall
I see you, my friend, and touch your face again
Miracles will happen as we trip

But we're never gonna survive, unless
We get a little crazy
No we're never gonna survive, unless
We are a little (crazy)

Crazy yellow people walking through my head
One of them's got a gun, to shoot the other one
And yet together they were friends at school
Ohh, get it, get it, get it, get it no no
If all were there when we first took the pill
Then maybe, then maybe, then maybe, then maybe
Miracles will happen as we speak

But we're never gonna survive, unless
We get a little crazy
No we're never gonna survive, unless
We are a little (crazy)
No no, never survive, unless we get a little bit

Oh darlin'
In a sky full of people, only some want to fly
Isn't that crazy
In a world full of people, only some want to fly
Isn't that crazy, crazy
In a heaven of people there's only some who want to fly
Ain't that crazy, oh babe, oh darlin'
In a world full of people there's only some want to fly
Isn't that crazy, isn't that crazy, isn't that crazy, isn't that crazy

Oh, but we're never gonna survive, unless
We get a little crazy
No we're never gonna survive, unless
We are a little (crazy)
But we're never gonna survive, unless
We get a little crazy
No we're never gonna survive, unless
We are a little (crazy)
No, no we're never gonna survive, unless
We are a little bit

And then you see things
The size of which you've never known before
They'll break it
Someday, only child know
Them things
The size of which you've never known before someday"
1991,Tara Kemp,Piece Of My Heart,7,1991-05-08,"You take a piece of my heart
With you
Always, baby
You take a piece of my heart
With you
Always, always, baby

Time and time again
My girlfriends ask me
If we're just friends
And when I tell them that it is true
Deep down inside
I just want to be with you


It's long after dark
We're up all night talking
Heart to heart
And when it's time for you to go
I tell myself we're just friends
But we both know


I fall asleep and dream about you
Holding me deep in your soul
I just can't make it
Without you
I love you
More than you'll ever know"
